,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,Tissue,cell_type
0,prerank,MS,-0.37065371431992816,-1.8827285032341494,0.001,0.001,0.001,372/1279,20.94%,SLC8A3;BMPR1B;LGALS1;SLC44A5;MRPL55;DGKB;AKR1B1;SFRP1;NDUFB7;LAMTOR4;COA3;HSD17B10;GDE1;MT-ND4L;GADD45GIP1;MRPL52;MRPL40;UGDH;UQCR10;MT-ND6;SNCA;MT-CO2;RRAGA;MT-ND3;STOML2;LEPR;S100A10;MRPL11;MT-ND2;HCCS;ROMO1;MLST8;NDUFB11;MRPL41;MRPL44;PRELID1;BCKDK;COX5B;ALKBH7;LAMTOR1;FITM1;COX6A2;PLPP5;MN1;AKAP12;COX7C;NDUFB10;GPX4;SELENBP1;FAAH;MRPL57;RAB5IF;NDUFS7;PCBD1;MRPL24;ATP5F1E;MT-ND5;ALDH9A1;PITPNC1;FIS1;CYB561;PRMT1;TOMM7;NDUFA4;GSTP1;MOAP1;NDUFA3;RNF167;NDUFS5;MRPL51;ENDOG;GPAM;NDUFB3;ATP5F1D;COX6C;SMPD1;HYOU1;GHITM;NDUFB2;EIF4G1;PRDX5;MTFR1L;GCK;MT-ND4;CHCHD7;CPOX;LPCAT4;MT-ND1;XIST;ATP5PD;ENPP1;COX6B1;MAP1LC3A;PSME1;UQCR11;MRPL28;NUDT8;UQCRB;MRPL4;ECHS1;PIN1;CDKN1A;POLR2F;CHCHD2;PHB2;ATP6V0B;BCS1L;ARV1;ATP5PF;MRPS33;NPRL2;MT-ATP6;BAD;NDUFS3;UROD;MRPS12;MT-CO3;CDS1;TRABD;RIPOR1;MDH2;GPC1;GABARAPL2;CYC1;NDUFA1;MT-CYB;SMDT1;SLC25A6;LAMTOR3;SIRT6;ETFB;LAMTOR5;MT1E;GAS6;TPI1;MRPS34;NDUFS8;LAMTOR2;SDC2;GABARAP;ILVBL;GAPDH;THBS1;MRPL54;NDUFAF3;MRPS26;CAVIN1;C2orf69;TFEB;ECH1;GGCT;AGPAT2;PFKL;TECR;BCKDHA;COX7A1;IDH3G;NDUFA6;HPGDS;DPM3;GSTM4;IDH3B;NDUFB1;NR1D1;MYBBP1A;COX4I1;USF1;NDUFAF8;ATP5MC1;PGAM2;HSPA8;DMAC1;TALDO1;STUB1;MRPL23;HSD17B7;CHCHD1;HAX1;PRELID3B;BAX;COX7B;AURKAIP1;CHCHD5;VDAC3;DBI;PTDSS1;MRPL14;SNAP29;VDAC1;BID;CXXC5;PMPCA;PLIN3;MT-CO1;DPM2;RALA;COX7A2;EFR3B;DNAJC30;HSP90AA1;EPAS1;NDUFC1;ALAS1;ATP5MC3;NDUFB4;ANTKMT;PML;HNRNPA1;MRPL48;F3;PER2;INPP5K;ODC1;PGAP3;ANKZF1;SQSTM1;MICOS13;MRPL17;PAK4;ABCA3;ATP5ME;MRPL32;PDK2;DNAJC19;RALBP1;UQCRQ;COA6;VEGFB;AXIN1;PRKAB1;MRPL20;MAPT;MRPL16;COX5A;ATP6AP1;MRPL34;TBC1D7;SLC27A5;APOO;EGFR;NDUFAB1;ERP29;LMNA;USP19;PINK1;RRAGC;TIMM50;DGKA;PRDX3;ATP5IF1;ATP5F1B;CPT1A;ATP6V1G1;ACAA1;LETM1;TUFM;ATXN3;NDUFB6;PRKCD;ABCD3;NDUFA2;NDUFB9;MRPL37;MRPL42;EIF2AK1;WIPI2;PITPNM2;MRPS7;MCU;MRPS18C;MRPS14;BMPR2;GAS2L1;PNPLA6;BPHL;CBR1;MTLN;TIMM29;PTGES2;TOMM40;NOCT;ADCK1;ACADVL;PIP4P1;ATPAF1;MRPL46;MVK;NDUFA8;ATP5MC2;STK11;ACSS1;ECI1;ACAT1;AKT2;SURF1;AADAT;MGST3;COA5;SGMS2;TMBIM6;PYGM;ULK3;ENO3;SERAC1;MLXIPL;PARK7;CYCS;PPP1R3E;RBPJ;MRPL10;UQCC2;NME3;SLC6A6;PGK1;ADIPOR1;MRPL3;TRIM63;MRPL15;ADH5;PDHA1;MRPL36;CHCHD10;ABHD5;PKM;IP6K2;ABHD8;NDUFA12;CASP6;ZBTB7A;CAMK2A;MIOS;MTRR;SLC25A11;OTUD3;SERINC5;NDUFS2;ALKBH5;TIPARP;MRPL39;VAC14;EIF2S1;ATP5MG;SAP30;TIMM13;PRDX6;SLC25A3;PHKG2;SELENOI;MRPL50;UQCRFS1;TIMM8B;STAT2;APOOL;PPIF;HSP90B1;TRAP1;PCCB;ATP5F1A;IFNAR1;KDSR;TSC2;LDHB;OSBPL10;NFE2L2;FOXK1;DEGS1;EXT1;PLAAT3;ALDH3A2;NDUFV2;PTGES3;ATAD3A,Heart_Nuclei,Atrial Cardiomyocyte
1,prerank,TIS,-0.3097997164383061,-1.5406144344951613,0.001,0.001,0.001,207/948,17.09%,RPL36;TNNI1;SOX4;UBA52;CIB1;RNASEH2C;POLR2I;CTSF;RPS27A;UBB;MRPL40;COPS9;POLD4;BCAP31;RNF19B;HMGB2;BCAM;S100A10;HTATSF1;MLST8;UBXN1;ALKBH7;ACTL6A;MAPK12;C1QBP;RPL18;POLR2L;ZNHIT1;GPX4;PITPNC1;CIP2A;APRT;PRMT1;GSTP1;MOAP1;ENDOG;SMPD1;VPS28;NELFE;KLHL15;RUVBL2;ELOF1;HPF1;CDKN1A;RPS12;POLR2F;PSMB6;RPS3;RMI2;TPT1;GUK1;DCXR;PAXX;DNTTIP2;EDF1;HINT1;TSPYL5;COPS7A;PPP1CA;ELOA;TELO2;ACVR1B;CCP110;TAF4;SIRT6;SPIRE2;GAS6;POLR2E;RPA2;THBS1;CEBPG;KAT2A;UPP2;SUMO3;RFC2;MXD4;SKP1;PDGFA;BAG6;GSTM4;FANCA;USP11;AK1;SLC29A1;POLDIP2;HYAL1;GMPR2;AP5S1;ACER2;RACK1;BRAT1;POLR2K;PLK2;HDAC3;BAX;HELB;TINF2;IRF3;GPS1;CMBL;GSTO1;IMPDH2;BID;PSMA7;TFIP11;EEF1D;CCND1;POLN;NT5C;KMT5C;MCRS1;RFC3;FNIP2;TAF1C;PDE4B;IKBIP;RALA;NELFCD;NUDT16L1;TEX264;USP1;NPM1;PELI1;PML;MTA1;CCND3;CHD1L;FPGS;OTUD4;GTF2A2;NOC2L;BRSK1;GTF2H5;ZNF668;ABCA3;SF3B3;BCL7B;TMED2;ASTE1;TRADD;ABRAXAS1;PPP4C;PRKAB1;SUMO2;MAPT;UBA1;MRGBP;DAD1;POLG;EGFR;AAAS;LMNA;ACTR8;DGKA;TRIM28;ANP32A;COPS6;MCM3;BCHE;FANCM;EI24;TAX1BP3;CBX5;ACAA1;ATXN3;PRKCD;CDK5RAP3;DUT;NRBP1;MUTYH;TDP2;SAMHD1;SMUG1;SGF29;CDK7;PRPF19;POLR3C;KCNQ1;INTS7;BPHL;CBR1;VRK1;RAD23A;ADRA1A;HINFP;PSMB3;PVT1;PPID;CCNG1;DMAP1;STK11;GNL1;ADCY6;SURF1;PSMB4;HIPK1;TAF9B;PARK7;RRAD;OTUB1;ITPA;MAPKAPK3;UBE2V2;NME3;UPF1;BCLAF1;HELQ,Heart_Nuclei,Atrial Cardiomyocyte
2,prerank,RS,-0.2958415664496728,-1.3987296386101316,0.001,0.001,0.001,107/515,18.81%,NHP2;ELOB;POLR2I;RCC1;POLD4;HTATSF1;ROMO1;ACTL6A;C1QBP;NOP10;MN1;POLR2L;PSME2;EIF4EBP1;CCT5;TCP1;DKC1;PRMT1;ENDOG;EIF4G1;KLHL15;PSME1;RUVBL2;CDKN1A;POLR2F;PSMB6;RMI2;PLCB1;CCT7;MAP3K11;PPP1CA;PSME3;ACVR1B;SIRT6;POLR2E;RPA2;RFC2;SKP1;POLDIP2;DHFR;AP5S1;PLRG1;PPP3CA;GAR1;POLR2K;CHTF8;PLK2;CDK2AP2;HELB;TINF2;SET;LSM10;BID;PSMA7;TFIP11;CCND1;POLN;MCRS1;RFC3;USP1;CCT2;HSP90AA1;PELI1;PML;CCND3;HNRNPA1;BCL7B;ASTE1;CDK10;PPP4C;MRGBP;POLG;EGFR;CCT6A;ACTR8;CCT3;MCM3;FANCM;CARM1;DUT;SAMHD1;CCT8;USP37;CDK7;HINFP;PSMB3;CCNG1;DMAP1;DDRGK1;CTDSPL;PSMB4;DCP2;ELOC;DDX3X;CCT4;UPF1;HELQ;CCNJL;MTBP;MCM4;NAP1L1;CTDSP2;PRIM2;CAMK2A;DPF2;FAAP20;RNF126,Heart_Nuclei,Atrial Cardiomyocyte
3,prerank,Common,-0.2631751464710629,-1.3794073569559986,0.001,0.001,0.001,671/2653,22.85%,SLC8A3;HLA-C;BMPR1B;LGALS1;B2M;SOX4;BMP5;UBA52;CST3;ADAMTS8;DGKB;EMP3;PARP14;AKR1B1;SFRP1;PRDX1;FAU;MOV10;CIB1;RNASEH2C;AGT;TNFRSF21;RPL39;ARHGDIA;POLR2I;RCC1;RPS27A;NAPRT;SNRPD1;UBB;OSR1;RPS19;IGBP1;POLD4;BCAP31;HMGB2;SNCA;RRAGA;RPL13A;STOML2;SOD3;LEPR;S100A10;PSMC5;MPP1;LGALS3BP;RNF125;HTATSF1;ANAPC11;GRK2;ROMO1;LAMP1;MLST8;HLA-A;PRELID1;UBXN1;ALKBH7;ACTL6A;ACP2;MAPK12;C1QBP;RAB33B;GPX3;HCFC1;RELN;PTMA;IL20RA;CYBC1;MN1;RAN;SCN1B;CALR;EEF1A1;RPL30;PSME2;TGFB1I1;ZNHIT1;GPX4;FTH1;EIF3G;GDI1;UBASH3B;CIP2A;DKC1;AUP1;TMPO;PRMT1;RPSA;TOMM7;GSTP1;SELENOK;SOD1;MOAP1;RNF167;SMC4;SIVA1;ENDOG;SMPD1;FTL;C1QTNF1;HYOU1;MANF;GHITM;YPEL3;RHOC;BNIPL;MAZ;EIF4G1;SIGIRR;PRDX5;KRT8;VPS28;PCBP1;KLHL15;RAB1B;MAP1LC3A;PSME1;RUVBL2;CHMP2A;ELOF1;TRIM7;HPF1;PIN1;CDKN1A;NAA38;PSMB6;CHCHD2;SLC16A2;PHB2;RPS3;ATP6V0B;RMI2;TPT1;RPS3A;NPRL2;DNAJB2;MARCKS;RETREG3;BAD;PAXX;PQBP1;LRCH4;DNMT1;MIEN1;SELENOP;RIPOR1;GABARAPL2;TCAP;ATRAID;PPP1CA;ST6GALNAC3;TELO2;PSME3;PEA15;ACVR1B;SMDT1;TAF4;SIRT6;PTPA;CREB3L1;SPIRE2;MAP3K8;LAMTOR5;MVB12A;CRLF1;ATP6V0D1;TUBB;MT1E;GAS6;DERL1;ABHD17A;CD274;CLGN;RSL1D1;RPA2;ZDHHC18;GABARAP;HSPA1B;GAPDH;THBS1;GABBR1;CEBPG;KAT2A;DDX60;NOD1;TFEB;RFC2;SKP1;NUP43;PSMD2;DNAJC4;PDGFA;GCH1;BAG6;CUEDC2;NDUFA6;HPN;CERS2;WWP2;FANCA;RNF5;CLCF1;EIF2B4;CHMP5;FKBP8;ADAM11;CREB3;GNAS;NR1D1;TPCN2;TMBIM1;ATG16L1;POLDIP2;HYAL1;DHFR;MYBBP1A;BTG3;USF1;TUSC2;CAPN2;DDX39A;AP5S1;PPP3CA;HSPA8;DDT;ACER2;HDAC9;CAPNS1;TMEM129;PA2G4;RACK1;STUB1;TXNDC12;BRAT1;SLC30A1;KNG1;HAX1;TXN;PLK2;LGALS3;HDAC3;BAX;SRI;HLA-F;HELB;TINF2;FEM1A;GRN;DNAJB9;IRF3;MAN1C1;ARHGEF2;SNAP29;SET;VDAC1;MFSD2B;EXOSC4;BID;SPCS1;PSMA7;TFIP11;CTBP1;ANGPT1;CTH;TMX1;NUP37;CCND1;POLN;OSMR;KMT5C;PLIN3;RFC3;VKORC1L1;ADGRE5;AP4M1;LGMN;FNIP2;TBX3;NONO;PDE4B;EIF2B5;SLC26A6;YWHAB;METRNL;NUDT16L1;TEX264;RAC1;TP53I11;APIP;USP1;PEX5;NPM1;DYNLL2;NDRG4;TRAPPC4;TOR1B;UBQLN2;HSP90AA1;PELI1;STAT1;EPAS1;TAPBP;VTI1B;DFFA;HSPB6;NDUFB4;PML;MTA1;TNFRSF1A;CHD1L;KIF22;P3H2;HNRNPA1;MED25;F3;OTUD4;WFS1;PER2;INPP5K;USF2;ODC1;IL15;NFKB1;NOC2L;BRSK1;PRKAR1B;GTF2H5;ANKZF1;SCOC;SQSTM1;ZNF668;CENPT;ARFIP2;LRRC14;PAK4;SF3B3;MAP2K2;PDK2;BCL7B;DSG2;NAMPT;RELA;MTMR8;PRDX4;ASTE1;CISD2;BCL10;TRADD;CDK10;VEGFB;ABRAXAS1;PPP4C;AXIN1;RBCK1;SUMO2;MAPT;UBA1;CTSL;ARL6IP5;MYDGF;MRGBP;YWHAQ;BSG;TBC1D7;IFT20;NKX2-5;DAD1;PSAP;POLG;EGFR;NUP107;IFIT3;RNF7;AAAS;LMNA;USP19;PINK1;KIF20B;RRAGC;ZBTB17;ACTR8;VPS11;DGKA;TRIM28;ANP32A;TIRAP;YBX1;SBNO2;MCM3;UFC1;PRDX3;FANCM;HMGN5;EI24;ATP5IF1;PPP1CC;CPT1A;SPDL1;BANF1;CHUK;CBX5;ATP6V1G1;LETM1;PSMD3;FGFR2;ATXN3;PRKCD;SNX14;DHX16;CDK5RAP3;NUP205;DSN1;NRBP1;WDR6;STX12;MUTYH;EMC6;TDP2;EIF2AK1;WIPI2;BAG1;DDAH2;AGO1;PPT1;SAMHD1;TESC;SMUG1;TWSG1;SGF29;RHOA;MCU;ATOX1;EIF3B;CDK7;PRPF19;ATP6V0A2;BMPR2;POLR3C;CD151;PSMD4;INTS7;GAS2L1;NOLC1;NRBF2;EIF4G2;VRK1;PPIA;PSMC3;RAD23A;ADRA1A;PIP4P1;SPSB3;HINFP;TET1;PSMB3;CHMP1A;NCL;CHAF1A;CD55;MVK;ANAPC4;PPID;DMAP1;TAC4;STK11;DDRGK1;ATF6B;RNF121;CEBPB;GNL1;DYNC1LI2;ADCY6;LYAR;RANGAP1;MAGED1;CDK16;AKT2;PSMC6;PSMB4;SGMS2;DDX3X;MR1;FAM3A;TMBIM6;MFHAS1;HIPK1;ULK3;HNRNPK;UBXN6;TAF9B;TRIM26;SPEG;ATP6V0E2;NUP35;ZBTB7C;RASA3;NFKBIA;PARK7;OTUB1;MAPKAPK3;QSOX1;UBE2V2;WDFY1;NME3;UPF1;BCLAF1;HELQ;SLC6A6;GNA14;PGK1;ATG4D;TST;ZNFX1;TRIM63;EIF4A2;MB;NDC1;CFL1;EIF3L;FBXO44;MCM4;PELI2;SNX3;ST3GAL4;FGFR1OP2;RHBDD1;PABPC1;PVR;PLEC;PRIM2;PPP1R14B;ABHD8;CASP6;ZBTB7A;CAMK2A;NUP93;OS9;SYT7;DPF2;MIOS;EDEM2;ZDHHC5;EIF4A1;SCAP;TXNRD2;MAP4K4;RARRES2;NUP188;FAM76B;CNOT7;FAAP20;RNF126;SLC12A6;ANAPC16;SERINC5;TLE3;PRNP;NDUFS2;PRKCZ;DNAJB14;SSB;ALKBH5;RAD1;EXOC1;MGAT4B;CCM2;EIF2S1;ZDHHC9;SAP30;PRDX6;SIRPA;EIF3D;SYVN1;ADAR;TGFBR1;HAND2;VPS26B;CASP8AP2;DPYSL3;STAT2;PTBP1;PCBP2;PPIF;HSP90B1;PDS5B;TRAP1;ATP5F1A;TAF6L;IFNAR1;TBK1;RPS27;NFATC1;DCAF12;METTL14;NUP160;VCPKMT;TSC2;TEC;TLN1;EXTL3;IKBKB;NFE2L2;PSMC2;FOXK1;GMEB1;USP9X;SUMO1;TRIM35;ATAD3A;TECPR1;MSH6;ARHGAP26;TOP3A;ITFG2;UBE4A;RNF8;RNF185;DHX36;CTCF;RAD21;TMCO1;UBE2I;TMUB1;PCBP4;NUDT2;DAGLB;ESR1;CHID1;STAU1;NECTIN2;RAB2A;SBNO1;CREG1;F10;CUL4B;A2M;GTF2B;METTL3;FGF7;UBA6;LYPLA1;NOL3;CBX4;BUB3;OGG1;ING4;CHMP7;RPS6KA6;EFHD1;FUT8;ARHGAP24;ASB11;PAK6;ZDHHC1;KPNA2;POLM;MSRA;FZR1;WWC1;PTPRU;CBX6;SEC62;TMEM258;PRIMPOL;APOL2;SMARCA4;TAOK2;HACD3;APEX1;ATRX;XRCC5,Heart_Nuclei,Atrial Cardiomyocyte
4,prerank,OIS,-0.25410344594654194,-1.2503610490120043,0.0056179775280898875,0.006557377049180328,0.013126491646778043,150/745,17.69%,UBA52;PRDX1;MOV10;CIB1;LAMTOR4;PITX2;AGT;NRXN1;ARHGDIA;RPS27A;UBB;IGBP1;PFN1;TUBG1;RRAGA;CACYBP;GRK2;MLST8;LAMTOR1;MAPK12;RELN;AKAP12;SCN1B;CALR;TMEM176A;EIF4EBP1;SPARCL1;PRMT1;GSTP1;SOD1;RNF167;PPA1;ENDOG;ARF1;ITGBL1;SMPD1;FKBP2;SEMA3B;MAP3K6;PEBP1;ARPC5L;PIN1;CDKN1A;RPS6;AP2M1;PHB2;NPRL2;PLCB1;PIH1D1;ENG;MAP3K11;PPP1CA;PSME3;LAMTOR3;MAP3K8;LAMTOR5;ATP6V0D1;GAS6;TPI1;LAMTOR2;GABARAP;TUBA4A;GAPDH;THBS1;NOD1;SKP1;PDGFA;PFKL;DHFR;YKT6;NUFIP1;DDX39A;ATP5MC1;DDT;HDAC9;RPS6KB2;STUB1;PRELID3B;HDAC3;DUSP26;GPS1;HMBS;ANGPT1;CTH;LGMN;FNIP2;TMEM176B;YWHAB;RAC1;APIP;NDRG4;GLA;PELI1;EIF2S2;TNFRSF1A;F3;IL15;SQSTM1;PAK4;MAP2K2;ETF1;NAMPT;AXIN1;ARL6IP5;MYDGF;ATP6AP1;TBC1D7;DUSP22;EGFR;CCT6A;ERP29;PINK1;RRAGC;TIRAP;GAREM1;PHLPP1;PPP1CC;FGFR2;ATXN3;PRKCD;STYX;CDK5RAP3;NUP205;AGO1;KRAS;EIF4EBP2;EBP;PPIA;PRRX1;TOMM40;ADRA1A;PIP4P1;SEMA3A;CCNG1;STK11;AKT2;PSMC6;MFHAS1;TM7SF2;OTUB1;MAPKAPK3;BTBD3;SKAP2;SLC6A6;GNA14;PGK1;FUCA1;CFL1;MCM4;PELI2,Heart_Nuclei,Atrial Cardiomyocyte
0,prerank,MS,0.23912327752396945,1.251746887988903,0.014778325123152709,0.014606741573033709,0.013,92/381,16.52%,GBE1;CPEB4;HSP90AA1;HADHA;UQCRC2;FOXO3;SAMD8;DHRSX;NDUFA10;PIM1;AOAH;AGL;DAP3;TFRC;CBR4;SLC25A3;CHPT1;TPST2;PIGU;ABHD2;HADHB;ACSF3;GPD2;PDHX;ACSL5;EIF2AK1;EIF2AK3;PPM1A;GAPDH;DNM1L;MBOAT1;APP;PGS1;SDHA;WDR59;PNPT1;ATG14;TAMM41;BCKDHB;MRPS5;JMY;MRPL3;MT-ND4;ENOX2;HK1;FDFT1;HSD17B4;PFKP;SESN1;HSP90B1;SYNJ2;S100A4;SEC22B;UBR4;XBP1;PIK3R5;MT-ATP6;BMPR2;VPS13D;ACACA;UQCC1;MCU;CMC1;IFNAR1;ETFA;UVRAG;LONP2;SQSTM1;SPTLC1;DECR1;WRN;VCP;PANK2;PTGES3;NDUFS1;LPGAT1;MT-ND3;MT-CYB;FOXO1;MT-CO3;MT-ND4L;TSC1;RB1CC1;MT-ND1;PAM;DDHD1;PTDSS1;MRPS28;EFR3A;P4HA1;MT-ND2;MTMR3,Heart_Nuclei,CD4T
1,prerank,OIS,-0.2372082311591613,-1.1102061636735026,0.2042079207920792,0.7309002433090024,0.5090361445783133,78/352,20.12%,SESN3;PHLPP1;SMAD2;GRB2;RASSF2;PELI2;ATG10;RAF1;GPAT3;HSPA4;USP12;MDM2;TNFAIP3;RYK;MAP4K3;SATB1;NUP205;OPRM1;GPR155;HIPK2;AGO4;ULK4;PDE8A;IGF1R;RPS6KA2;PTPN2;SLAMF1;NCK1;ELOVL6;PTPN22;NEK10;MAP3K4;MAPK14;IKBKB;MTOR;STK3;EDEM1;MINK1;FAS;ERN1;MAP3K5;MAPK8IP3;DUSP16;CSNK1A1;PRKCA;BIRC3;CCDC88A;UFM1;SKP1;PRKN;MAP2K4;GOLPH3;RIPK1;LCK;ZFP36L1;PLCG2;PSMD14;ARHGEF6;PRKAA1;USP7;TIAM1;RPS6;PITPNB;MAP2K1;YWHAE;IQGAP1;IL27RA;SEC11A;SLC2A3;PTBP2;ROCK2;CAB39;NCOR1;IRAK4;RPS6KA5;RAB1A;LARP1;CAMK4,Heart_Nuclei,CD4T
2,prerank,RS,-0.23086098181636044,-1.0535615492166797,0.33550065019505854,0.6335766423357664,0.7118473895582329,78/250,29.42%,ZRANB3;NBN;DBF4;REV1;RBL1;CABIN1;MDM2;PDS5B;PPP1R10;RAD17;RFWD3;TP53BP1;HDAC8;ORC2;MAP3K4;CSNK2A1;PSMA5;PHIP;PSMA1;PPP6C;MMS22L;DHX36;RAD50;INO80D;CUL2;RASSF1;SKP1;ORC3;TOPBP1;RBMS1;TNKS;PPP4R2;HMBOX1;PLCG2;PSMD14;TAF1;ANKRD28;ASCC1;RNF138;EPC2;NUCKS1;USP7;HNRNPU;TSPYL2;RAD51B;PARN;POGZ;PURA;RBBP6;NABP1;MCMBP;WAC;DGKZ;METTL4;FAF1;TNKS2;GIGYF2;CDKN1B;SMC5;RBX1;PRIM2;BAZ1A;SMG1;ACTR2;HNRNPA1;SHLD2;SMARCA4;MORF4L1;LATS1;CCND2;SSBP1;PDS5A;NSMCE2;CHD4;PSMB7;DLG1;RPA1;ATP2B4,Heart_Nuclei,CD4T
3,prerank,TIS,-0.19661963315054065,-0.9225125329267261,0.7171717171717171,0.9673965936739659,0.9698795180722891,62/369,16.66%,ZRANB3;NBN;DBF4;GTF2B;GRB2;REV1;MDM2;ATF4;PDS5B;HIPK2;PPP1R10;RAD17;AGO4;RFWD3;DDB2;TP53BP1;TDP1;MSL2;RHBDD1;MAPK14;CSNK2A1;PSMA5;ELP1;MTOR;FAS;PSMA1;UBA6;UFL1;APAF1;MMS22L;DHX36;RAD50;INO80D;BIRC3;RORA;BAZ1B;SKP1;TOPBP1;ZBTB40;SMARCAD1;SMC1A;URI1;NPLOC4;USP47;RIPK1;LCK;PVT1;ZFP36L1;TRAF5;PPP4R2;PSMD14;TAF1;ASCC1;RNF138;XRCC4;EPC2;USP22;PRKAA1;NUCKS1;USP7;BATF;PMS1,Heart_Nuclei,CD4T
4,prerank,Common,-0.17257078802634856,-0.8671127348369129,0.9364406779661016,0.8671532846715329,0.9959839357429718,223/1184,20.09%,SESN3;ZRANB3;NBN;SLC12A2;STX17;NFATC1;RNASET2;DBF4;ZNRF1;GTF2B;GRB2;SBNO2;REV1;PELI2;ATG10;RTN3;RBL1;RAF1;AREL1;NUP50;DDX60;CABIN1;HERC5;SIN3A;NSL1;RASGRF2;PDPK1;DNAJC3;NFKBIZ;HSPA4;KPNA6;KLF9;POM121C;MDM2;CD4;TNFAIP3;CCR6;CENPP;SEC14L1;CREB1;DROSHA;NUP205;OPRM1;ATF4;RETREG1;PDK3;PDS5B;GPR155;HIPK2;PPP1R10;RAD17;ADCY9;AGO4;RFWD3;RUBCN;DDB2;JAK2;IGF1R;RPS6KA2;DNMT1;TP53BP1;SMURF1;PTPN2;SLAMF1;TDP1;YTHDF2;NCK1;ORC2;PTPN22;IPCEF1;MSL2;AVEN;RHBDD1;SP140;MAPK14;RHOA;CSNK2A1;IKBKB;PSMA5;EGLN1;HMOX2;TMEM131L;SSB;PHIP;MTOR;SMC4;NAA35;FBXO3;PKN2;NUB1;MFSD8;EDEM1;MINK1;VPS41;TTC1;FAS;PA2G4;EPG5;PSMA1;ERN1;PPP6C;WDR45B;CCNT1;UBA6;MAP3K5;ACVR2A;UFL1;MAPK8IP3;NLRC5;MARK2;CSNK1A1;SENP7;PRKCA;MMS22L;DHX36;RAD50;EED;ATF6;PXN;JMJD1C;ATG13;GNAI3;KPNA5;BIRC3;ERAP1;NONO;UBASH3B;SLC12A6;UFM1;CALCOCO2;IL4R;RORA;BAZ1B;SKP1;PRKN;ADGRE5;DNAJC2;VPS39;ORC3;TOPBP1;SPCS3;ZBTB40;MAP2K4;GOLPH3;SMARCAD1;SMC1A;RAB3GAP2;MGAT4A;FCMR;URI1;SMAD3;NPLOC4;USP47;METAP1;CD55;RIPK1;DDX6;LCK;ZFP36L1;SERINC5;TRAF5;MX2;PPP4R2;PLCG2;PSMD14;PTGER2;TAF1;TRAM1;JAML;ASCC1;RPL39;RNF138;DYNC1LI2;XRCC4;EPC2;USP22;PRKAA1;NDE1;NUCKS1;USP7;ATP2C1;OPTN;SLC25A24;BATF;PMS1;HNRNPU;MAP2K1;CD6;EIF4G2;ANAPC4;FGFR1OP2;YWHAE;VPS4B;IL27RA;CTCF;RAD51B;USP15;STAT3;NUP214;DNAJC7;SIK2;ROCK2;ZC3HAV1;CAB39;POGZ;GNAQ;SUSD6;AHR;HMGN2;NDEL1;IRAK4;PURA;CREB3L2;RPS6KA5;RBBP6;TRA2B;MTM1;RAB1A;BIRC6;LARP1;SH3GLB1;CD226;RPS3A,Heart_Nuclei,CD4T
