,source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank,Tissue,source_ct,source_state,target_ct,target_state,ligand_mean,ligand_pct,receptor_mean,receptor_pct,rank_within_tissue,percentile,gene_name,cell_type,logFC,FDR,l_sasp_group,target_ct_cat,source_ct_cat
18292,Neural cell_Sc,Mural cell_NSc,THBS1,CD36,1.2178857,0.0,0.8269199,0.41739557969621094,0.6895731413373934,0.008795013,0.90884805,0.00019991933366145812,0.000943180591699958,Heart,Neural cells,Sc,Mural cells,NSc,0.40774643,0.2353603603603594,2.028025,0.6855010048811561,4135.0,0.044338065014152155,THBS1,Neural cell,0.8177572592200082,0.0097330809308919,ECM and remodeling,Mesenchymal & Stromal,Tissue-Specific
18295,Neural cell_Sc,Mural cell_NSc,THBS2,CD36,1.2167315,0.0,0.8222389,0.528302449580281,0.9028496170817244,0.032422874,0.90861255,5.8749316881085915e-05,0.000959345960143637,Heart,Neural cells,Sc,Mural cells,NSc,0.40543827,0.251126126126125,2.028025,0.6855010048811561,4167.0,0.04467578694570718,THBS2,Neural cell,0.9249020551360148,0.0044143634284093,ECM and remodeling,Mesenchymal & Stromal,Tissue-Specific
18301,NK_Sc,Monocyte_NSc,HLA-C,LILRB1,1.0456128,0.0,0.81272495,1.792401204550173,1.4882206249411538,0.051871236,0.9081282,9.709859905657986e-06,0.0009996352357731363,Heart,NK cells,Sc,Monocytes / macrophages,NSc,1.5753121,0.6883116883116884,0.5159136,0.23910171730515048,4248.0,0.045549575435286045,HLA-C,NK,0.7494253826913236,0.0003190022469337,Immune interface,Immune,Immune
18303,Endothelial cell_Sc,Adipocyte_NSc,BSG,SLC16A7,1.0270584,0.0,0.83153427,0.849638576357381,1.0226428167193047,0.015009865,0.9090783,5.8749316881085915e-05,0.0010133685642346292,Heart,Endothelial cells,Sc,Adipocytes,NSc,0.5544965,0.2929069767441893,1.4996203,0.7228481297881612,4279.0,0.04587657603568059,BSG,Endothelial cell,1.09033117740236,5.666743780779248e-07,Immune interface,Mesenchymal & Stromal,Endothelial
18305,Mural cell_Sc,Adipocyte_NSc,SERPING1,LRP1,1.0256937,0.0,0.9780908,0.48157481148304904,0.6067876362325917,0.01748595,0.91556793,5.8749316881085915e-05,0.0010264651285988905,Heart,Mural cells,Sc,Adipocytes,NSc,0.75374377,0.33010357500834203,1.2976437,0.6516448850833446,4311.0,0.04621965863281585,SERPING1,Mural cell,1.3498999035261856,1.7684494642468343e-08,ECM and remodeling,Mesenchymal & Stromal,Mesenchymal & Stromal
18306,Mural cell_Sc,Macrophage_NSc,FN1,CD44,1.0253288,0.0,1.0224321,0.4818884455560246,0.6752747163802639,0.012322486,0.9172659,6.256612822651222e-05,0.0010312147994387998,Heart,Mural cells,Sc,Monocytes / macrophages,NSc,0.85542625,0.3754594052789715,1.1952312,0.5291505293054395,4315.0,0.046262543957457755,FN1,Mural cell,0.3670472638292844,0.0035628667061942,ECM and remodeling,Immune,Mesenchymal & Stromal
18307,Mural cell_Sc,Monocyte_NSc,FN1,CD44,1.025276,0.0,1.0223418,0.4818324035656452,0.6493818316937122,0.012321398,0.9172625,6.258896014923661e-05,0.0010319466074180553,Heart,Mural cells,Sc,Monocytes / macrophages,NSc,0.85542625,0.3754594052789715,1.1951257,0.51607221488331,4317.0,0.046283986619778714,FN1,Mural cell,0.3670472638292844,0.0035628667061942,ECM and remodeling,Immune,Mesenchymal & Stromal
18308,Monocyte_Sc,Fibroblast_NSc,C1QB,LRP1,1.0235549,0.0,1.0446571,1.2510992717806024,1.3411267229310677,0.024985105,0.9180782,5.8749316881085915e-05,0.0010477405581909007,Heart,Monocytes / macrophages,Sc,Fibroblasts,NSc,0.968713,0.5129533678756489,1.0783969,0.47073016005123525,4348.0,0.046616347885753494,C1QB,Monocyte,1.1324383570295842,0.0003130759493823,Pro-inflammatory SASP,Mesenchymal & Stromal,Immune
18309,Fibroblast_Sc,Fibroblast_NSc,FN1,SDC2,1.0233557,0.0,0.8538811,0.5378970057141095,0.9568186524951635,0.025583958,0.91016835,5.8749316881085915e-05,0.0010488467921848505,Heart,Fibroblasts,Sc,Fibroblasts,NSc,1.4631008,0.6485222492803463,0.5836106,0.26832159905154424,4350.0,0.04663779054807445,FN1,Fibroblast,0.2492381330243949,0.000192692784452,ECM and remodeling,Mesenchymal & Stromal,Mesenchymal & Stromal
18312,Mural cell_Sc,NK_NSc,COL1A2,CD44,1.0226519,0.0,1.0365025,0.42341316374881943,0.666746461742485,0.013637058,0.917783,5.8749316881085915e-05,0.0010569777800256144,Heart,Mural cells,Sc,NK cells,NSc,1.119163,0.4830437687938347,0.9261407,0.37931034482758963,4364.0,0.04678788918432113,COL1A2,Mural cell,0.3719341707521062,0.0001783005815116,ECM and remodeling,Immune,Mesenchymal & Stromal
18313,Neural cell_Sc,Mural cell_NSc,LAMA2,CD44,1.1925626,0.0,0.7999285,0.14064831204955336,-0.004642329777571397,0.004795889,0.907464,0.0009070953375633805,0.0010573480698521458,Heart,Neural cells,Sc,Mural cells,NSc,1.9814079,0.8479729729729829,0.40371722,0.1559287970140398,4365.0,0.0467986105154816,LAMA2,Neural cell,1.244827305033503,2.0382393768241565e-08,ECM and remodeling,Mesenchymal & Stromal,Tissue-Specific
18314,Fibroblast_Sc,Monocyte_NSc,FN1,PLAUR,1.0224992,0.0,0.8513749,0.8513972914827915,1.1414536868739111,0.043129258,0.91004807,5.8749316881085915e-05,0.0010595713411849028,Heart,Fibroblasts,Sc,Monocytes / macrophages,NSc,1.4631008,0.6485222492803463,0.5818977,0.2655217965653881,4369.0,0.04684149584012351,FN1,Fibroblast,0.2492381330243949,0.000192692784452,ECM and remodeling,Immune,Mesenchymal & Stromal
18316,Fibroblast_Sc,Adipocyte_NSc,COL1A1,CD36,1.0217105,0.0,0.910183,0.4330727518297878,0.38675217662853595,0.0318967,0.91274476,5.8749316881085915e-05,0.0010681155633886432,Heart,Fibroblasts,Sc,Adipocytes,NSc,0.6560475,0.3419028116005637,1.3873736,0.6493916178458504,4386.0,0.047023758469851615,COL1A1,Fibroblast,0.2722864727835217,2.438129153740465e-05,ECM and remodeling,Mesenchymal & Stromal,Mesenchymal & Stromal
18317,Mural cell_Sc,Adipocyte_NSc,BSG,SLC16A7,1.0213338,0.0,0.81436485,0.8411754818619492,1.1203057396075815,0.014598915,0.9082123,5.8749316881085915e-05,0.0010722138984034448,Heart,Mural cells,Sc,Adipocytes,NSc,0.54304737,0.24089542265284983,1.4996203,0.7228481297881612,4397.0,0.047141693112616866,BSG,Mural cell,2.2474837376716947,1.3392868207405357e-07,Immune interface,Mesenchymal & Stromal,Mesenchymal & Stromal
18318,Adipocyte_Sc,Adipocyte_NSc,BSG,SLC16A7,1.0211322,0.0,0.81376016,0.8408776025291922,0.8273180901304994,0.0164255,0.9081813,5.8749316881085915e-05,0.0010733330605943788,Heart,Adipocytes,Sc,Adipocytes,NSc,0.54264414,0.4016686531585218,1.4996203,0.7228481297881612,4400.0,0.04716849644051806,BSG,Adipocyte,0.801303542036344,0.000818803345623,Immune interface,Mesenchymal & Stromal,Mesenchymal & Stromal
18319,Fibroblast_Sc,CD4T_NSc,COL1A1,CD44,1.0207775,0.0,0.90895873,0.7573458399728341,1.0496516137429501,0.03144684,0.9126912,5.8749316881085915e-05,0.0010766938417643476,Heart,Fibroblasts,Sc,CD4 T cells,NSc,0.6560475,0.3419028116005637,1.3855075,0.5606060606060693,4407.0,0.04724890642422163,COL1A1,Fibroblast,0.2722864727835217,2.438129153740465e-05,ECM and remodeling,Immune,Mesenchymal & Stromal
18320,Monocyte_Sc,Monocyte_NSc,C1QB,LRP1,1.0203326,0.0,1.038414,1.2479675438545752,1.1206238147216818,0.02483579,0.9178525,5.8749316881085915e-05,0.0010830560682602082,Heart,Monocytes / macrophages,Sc,Monocytes / macrophages,NSc,0.968713,0.5129533678756489,1.0719522,0.48524878907969743,4418.0,0.047366841066986874,C1QB,Monocyte,1.1324383570295842,0.0003130759493823,Pro-inflammatory SASP,Immune,Immune
18321,Neural cell_Sc,NK_NSc,VCAN,ITGA4,1.0198128,0.0,0.9597113,1.9428744014764547,1.2472909828440044,0.021631433,0.91483176,5.8749316881085915e-05,0.0010864319119711007,Heart,Neural cells,Sc,NK cells,NSc,0.73642814,0.39977477477477213,1.3031975,0.5193103448275944,4424.0,0.047431169053949736,VCAN,Neural cell,1.6671365893322134,2.440484992625584e-07,ECM and remodeling,Immune,Tissue-Specific
18323,Monocyte_Sc,Adipocyte_NSc,PLTP,ABCA1,1.0168655,0.0,0.9021374,0.8007850688766054,0.8648852242083854,0.01667283,0.91239053,5.8749316881085915e-05,0.0011132460246364151,Heart,Monocytes / macrophages,Sc,Adipocytes,NSc,0.6537155,0.365284974093265,1.3800154,0.6723749436682912,4486.0,0.0480958915858993,PLTP,Monocyte,1.3931358134549174,0.0017458736236801,ECM and remodeling,Mesenchymal & Stromal,Immune
18324,NK_Sc,NK_NSc,GZMB,IGF2R,1.0166979,0.0,0.9453621,6.138791824245478,1.5803015760438708,0.050765533,0.91424304,1.0994159387040623e-05,0.0011159073525395119,Heart,NK cells,Sc,NK cells,NSc,1.3138721,0.5896103896103897,0.71952367,0.2965517241379316,4491.0,0.04814949824170169,GZMB,NK,0.9102322893187696,8.422976538495616e-06,Pro-inflammatory SASP,Immune,Immune
18325,Fibroblast_Sc,Macrophage_NSc,APOE,ABCA1,1.0184578,0.0,0.7853878,0.818462134287803,1.2413755322549893,0.031235052,0.9066909,5.8749316881085915e-05,0.0011281129910559015,Heart,Fibroblasts,Sc,Monocytes / macrophages,NSc,0.51659286,0.23649546158952647,1.5203227,0.6454944487477303,4512.0,0.0483746461960717,APOE,Fibroblast,0.2859009705456268,0.0019198410736484,ECM and remodeling,Immune,Mesenchymal & Stromal
18326,Monocyte_Sc,Macrophage_NSc,C1QB,LRP1,1.0144506,0.0,1.027018,1.2422498621830658,1.0949196272769082,0.024563229,0.9174355,5.8749316881085915e-05,0.001138462918336669,Heart,Monocytes / macrophages,Sc,Monocytes / macrophages,NSc,0.968713,0.5129533678756489,1.060188,0.5050864962561241,4535.0,0.048621236812762675,C1QB,Monocyte,1.1324383570295842,0.0003130759493823,Pro-inflammatory SASP,Immune,Immune
18328,Fibroblast_Sc,Endothelial cell_NSc,COL1A1,CD36,1.0135465,0.0,0.899471,0.4268529366202738,0.7376552271765731,0.031521305,0.91227216,5.8749316881085915e-05,0.001146545160113703,Heart,Fibroblasts,Sc,Endothelial cells,NSc,0.6560475,0.3419028116005637,1.3710455,0.47295843988220637,4556.0,0.04884638476713269,COL1A1,Fibroblast,0.2722864727835217,2.438129153740465e-05,ECM and remodeling,Endothelial,Mesenchymal & Stromal
18329,Neural cell_Sc,NK_NSc,COL1A2,CD44,1.0129646,0.0,1.0185589,0.4147168658381369,0.43044425765499983,0.0135105755,0.9171217,5.8749316881085915e-05,0.0011511764548034933,Heart,Neural cells,Sc,NK cells,NSc,1.0997884,0.6024774774774778,0.9261407,0.37931034482758963,4567.0,0.048964319409897934,COL1A2,Neural cell,0.6375874032107887,0.0009485817931955,ECM and remodeling,Immune,Tissue-Specific
18331,Fibroblast_Sc,NK_NSc,CXCL12,ITGA4,1.011921,0.0,0.93914217,2.114343961197442,1.660748273027755,0.042647265,0.91398394,2.7825651718184145e-05,0.001161242419303933,Heart,Fibroblasts,Sc,NK cells,NSc,0.72064453,0.36963139251709276,1.3031975,0.5193103448275944,4589.0,0.04920018869542842,CXCL12,Fibroblast,0.1009953440208876,0.0268013970072451,Pro-inflammatory SASP,Immune,Mesenchymal & Stromal
18332,Monocyte_Sc,Monocyte_NSc,F13A1,ITGA4,1.0443127,0.0,0.77948904,1.6601666488749538,1.652792804913687,0.021536654,0.90637153,5.8749316881085915e-05,0.0011651255356416176,Heart,Monocytes / macrophages,Sc,Monocytes / macrophages,NSc,1.6020763,0.6917098445595874,0.48654926,0.22589167767503168,4597.0,0.04928595934471224,F13A1,Monocyte,1.2482323137485438,0.0008370531418039,ECM and remodeling,Immune,Immune
18333,Neural cell_Sc,Endothelial cell_NSc,SERPINF1,PLXDC2,1.0757996,0.0,0.77927715,0.30556376196555696,0.3328999995237458,0.015079378,0.90636,9.415325925114047e-05,0.0011659028549369167,Heart,Neural cells,Sc,Endothelial cells,NSc,0.46092755,0.28378378378378233,1.6906717,0.6201515187724677,4601.0,0.049323484003773906,SERPINF1,Neural cell,1.695948469380386,9.062347861344458e-07,ECM and remodeling,Endothelial,Tissue-Specific
18334,Mural cell_Sc,CD4T_NSc,LPL,CD44,1.0113332,0.0,0.88278854,0.7800719476080034,1.1399330605892932,0.012185497,0.9115202,6.530373271707062e-05,0.0011670695055682177,Heart,Mural cells,Sc,CD4 T cells,NSc,0.637159,0.2821583695288921,1.3855075,0.5606060606060693,4602.0,0.049339566000514624,LPL,Mural cell,0.3395271611862234,0.0181156864658238,ECM and remodeling,Immune,Mesenchymal & Stromal
18336,Mural cell_Sc,Fibroblast_NSc,MFGE8,ITGAV,1.1224422,0.0,0.777735,0.5593158364812804,0.7868657851959471,0.015484833,0.90627587,5.8749316881085915e-05,0.0011740811856345093,Heart,Mural cells,Sc,Fibroblasts,NSc,1.8168066,0.7188439692617277,0.42807806,0.20918913859621244,4619.0,0.04952718929582297,MFGE8,Mural cell,0.7433583603778582,5.401263723440845e-05,ECM and remodeling,Mesenchymal & Stromal,Mesenchymal & Stromal
18339,Neural cell_Sc,Macrophage_NSc,COL6A1,CD44,1.0093675,0.0,0.9842775,0.44603671574476084,0.4151219116458176,0.012489261,0.9158113,5.9247966823680804e-05,0.0011850296153753598,Heart,Neural cells,Sc,Monocytes / macrophages,NSc,0.82350385,0.48423423423423073,1.1952312,0.5291505293054395,4642.0,0.0497684192469337,COL6A1,Neural cell,0.616391592752114,0.0007005571747619,ECM and remodeling,Immune,Tissue-Specific
18340,Neural cell_Sc,Monocyte_NSc,COL6A1,CD44,1.0093148,0.0,0.98419064,0.44598067375438144,0.38922902695926587,0.012488159,0.9158079,5.9262577912840436e-05,0.0011854215222138163,Heart,Neural cells,Sc,Monocytes / macrophages,NSc,0.82350385,0.48423423423423073,1.1951257,0.51607221488331,4643.0,0.049784501243674416,COL6A1,Neural cell,0.616391592752114,0.0007005571747619,ECM and remodeling,Immune,Tissue-Specific
18342,Neural cell_Sc,Macrophage_NSc,COL6A3,CD44,1.0081503,0.0,0.981368,0.44130168870364933,0.4257861267281192,0.013465789,0.9156971,5.8749316881085915e-05,0.0011979976349488566,Heart,Neural cells,Sc,Monocytes / macrophages,NSc,0.8210696,0.4504504504504473,1.1952312,0.5291505293054395,4667.0,0.05003645252594562,COL6A3,Neural cell,2.245188551493765,7.028380459458157e-09,ECM and remodeling,Immune,Tissue-Specific
18343,Neural cell_Sc,Monocyte_NSc,COL6A3,CD44,1.0080976,0.0,0.9812814,0.44124564671326993,0.3998932420415675,0.013464601,0.9156937,5.8749316881085915e-05,0.0011987859479654045,Heart,Neural cells,Sc,Monocytes / macrophages,NSc,0.8210696,0.4504504504504473,1.1951257,0.51607221488331,4669.0,0.050057895188266574,COL6A3,Neural cell,2.245188551493765,7.028380459458157e-09,ECM and remodeling,Immune,Tissue-Specific
18344,Mural cell_Sc,Adipocyte_NSc,LGALS1,ITGB1,1.006633,0.0,0.96620464,0.5829475111103022,0.7012990377461308,0.0101544475,0.91509414,0.0001262926303556708,0.0012118282238242513,Heart,Mural cells,Sc,Adipocytes,NSc,1.2236713,0.4926495155362332,0.7895949,0.461694456962584,4697.0,0.05035809246075993,LGALS1,Mural cell,2.8372619289389007,1.0658648573920916e-08,Pro-inflammatory SASP,Mesenchymal & Stromal,Mesenchymal & Stromal
18346,Fibroblast_Sc,Adipocyte_NSc,COL18A1,PTPRS,1.0065097,0.0,0.80444896,0.6440543600205051,0.6623337903384963,0.036189966,0.90770036,5.8749316881085915e-05,0.0012130174444051974,Heart,Fibroblasts,Sc,Adipocytes,NSc,0.54976827,0.301223156962542,1.463251,0.7192429022081704,4701.0,0.050395617119821594,COL18A1,Fibroblast,0.1353442936764675,0.0042679930036081,ECM and remodeling,Mesenchymal & Stromal,Mesenchymal & Stromal
18348,Mural cell_Sc,Fibroblast_NSc,COL3A1,DDR2,1.0058963,0.0,1.0118237,0.4079049413458,0.7823120431929809,0.029379187,0.9168692,5.8749316881085915e-05,0.0012181771617288516,Heart,Mural cells,Sc,Fibroblasts,NSc,1.0039948,0.43610090210489594,1.0077977,0.444918206683243,4715.0,0.050551076421648515,COL3A1,Mural cell,0.5082468814384538,0.0006525545701856,ECM and remodeling,Mesenchymal & Stromal,Mesenchymal & Stromal
18349,Neural cell_Sc,Macrophage_NSc,SERPINF1,PLXDC2,1.061631,0.0,0.76621574,0.2940680154291492,0.15334181952143755,0.014826634,0.90564024,0.00021045113534274806,0.0012333213542209704,Heart,Neural cells,Sc,Monocytes / macrophages,NSc,0.46092755,0.28378378378378233,1.6623344,0.6738962044926304,4745.0,0.05086735569088258,SERPINF1,Neural cell,1.695948469380386,9.062347861344458e-07,ECM and remodeling,Immune,Tissue-Specific
18350,Mural cell_Sc,Mono+mac_NSc,LGALS1,ITGB1,1.0034702,0.0,0.9584638,0.579995243501795,0.7155411687452499,0.010073095,0.9147811,0.00012988709147949276,0.0012417305495637412,Heart,Mural cells,Sc,Monocytes / macrophages,NSc,1.2236713,0.4926495155362332,0.783269,0.4391934467548784,4757.0,0.05100137233038854,LGALS1,Mural cell,2.8372619289389007,1.0658648573920916e-08,Pro-inflammatory SASP,Immune,Mesenchymal & Stromal
18352,Neural cell_Sc,Macrophage_NSc,COL6A2,CD44,1.0031849,0.0,0.9694983,0.345925774124964,0.21832301920803732,0.011094132,0.9152262,0.00012532889993017513,0.001247352360006504,Heart,Neural cells,Sc,Monocytes / macrophages,NSc,0.8111387,0.4729729729729696,1.1952312,0.5291505293054395,4771.0,0.05115147096663522,COL6A2,Neural cell,1.1481155498832656,3.454348332909132e-07,ECM and remodeling,Immune,Tissue-Specific
18353,Neural cell_Sc,Monocyte_NSc,COL6A2,CD44,1.0031322,0.0,0.9694127,0.3458697321345846,0.1924301345214856,0.011093154,0.9152228,0.00015484073952619067,0.0012481564200480199,Heart,Neural cells,Sc,Monocytes / macrophages,NSc,0.8111387,0.4729729729729696,1.1951257,0.51607221488331,4773.0,0.05117291362895617,COL6A2,Neural cell,1.1481155498832656,3.454348332909132e-07,ECM and remodeling,Immune,Tissue-Specific
18354,Fibroblast_Sc,Fibroblast_NSc,FN1,CD44,1.0022489,0.0,0.79211825,0.41325107055944627,0.5789812673121878,0.009590946,0.90705127,0.0001520668081635431,0.0012566153519855778,Heart,Fibroblasts,Sc,Fibroblasts,NSc,1.4631008,0.6485222492803463,0.5413969,0.24652391401556975,4789.0,0.05134981559310404,FN1,Fibroblast,0.2492381330243949,0.000192692784452,ECM and remodeling,Mesenchymal & Stromal,Mesenchymal & Stromal
18355,Mural cell_Sc,Atrial Cardiomyocyte_NSc,LGALS1,ITGB1,1.0014572,0.0,0.95353746,0.5781162524319161,0.7513753527110888,0.010021321,0.91458,0.0001322589434146192,0.0012651028172760374,Heart,Mural cells,Sc,Cardiomyocytes,NSc,1.2236713,0.4926495155362332,0.7792431,0.4133893540114758,4806.0,0.05152671755725191,LGALS1,Mural cell,2.8372619289389007,1.0658648573920916e-08,Pro-inflammatory SASP,Tissue-Specific,Mesenchymal & Stromal
18356,Endothelial cell_Sc,Monocyte_NSc,HLA-A,LILRB2,1.0001985,0.0,0.8443257,1.8531387652805158,1.4771897626556452,0.050261203,0.9097071,1.1610107491363484e-05,0.001281347501056263,Heart,Endothelial cells,Sc,Monocytes / macrophages,NSc,1.395257,0.6382558139534987,0.6051399,0.28093350946719337,4836.0,0.05184835749206621,HLA-A,Endothelial cell,0.3577116628551353,0.000155441271533,Immune interface,Immune,Endothelial
18357,Fibroblast_Sc,Neural cell_NSc,COL1A2,CD44,1.0153346,0.0,0.7577009,0.3803214626134832,0.5227470772798612,0.010015112,0.9051617,0.0001324992381854264,0.0012837930293626504,Heart,Fibroblasts,Sc,Neural cells,NSc,1.5380234,0.7007969891519266,0.49264592,0.19687367976341252,4838.0,0.05186980015438717,COL1A2,Fibroblast,0.1090160471008549,0.0248333101262138,ECM and remodeling,Tissue-Specific,Mesenchymal & Stromal
18358,Adipocyte_Sc,NK_NSc,HLA-B,KLRD1,1.2254547,0.0,0.75497437,1.845020464815222,1.1231253729044672,0.011015697,0.9050068,9.466089963392854e-05,0.0012972850689372689,Heart,Adipocytes,Sc,NK cells,NSc,0.36129913,0.2574493444576876,2.0896103,0.7882758620689829,4853.0,0.052030620121794324,HLA-B,Adipocyte,0.9257806713063744,0.0143953589743704,Immune interface,Immune,Mesenchymal & Stromal
18360,Neural cell_Sc,Adipocyte_NSc,LAMA2,CD44,1.1809472,0.0,0.753899,0.12826324391426935,-0.23209399864373503,0.0045199236,0.90494555,0.0016463090218273872,0.001306729800618221,Heart,Neural cells,Sc,Adipocytes,NSc,1.9814079,0.8479729729729829,0.38048652,0.2054979720594886,4879.0,0.05230401406638648,LAMA2,Neural cell,1.244827305033503,2.0382393768241565e-08,ECM and remodeling,Mesenchymal & Stromal,Tissue-Specific
18362,Adipocyte_Sc,NK_NSc,LAMA2,CD44,0.99764585,0.202,0.9901843,0.09928971235286374,-0.1195917094761727,0.0059151105,0.9160417,0.001322201511371946,0.0013112590741381797,Heart,Adipocytes,Sc,NK cells,NSc,1.069151,0.5470798569725861,0.9261407,0.37931034482758963,4889.0,0.05241658804357149,LAMA2,Adipocyte,0.6601728050741168,0.0372177851153319,ECM and remodeling,Immune,Mesenchymal & Stromal
18365,NK_Sc,Atrial Cardiomyocyte_NSc,HLA-B,KLRD1,1.1808126,0.0,0.75125533,0.9937477469713212,1.129107975817376,0.015396833,0.90479434,5.8749316881085915e-05,0.001323650696215502,Heart,NK cells,Sc,Cardiomyocytes,NSc,1.9827248,0.8129870129870131,0.37890047,0.20868732429172798,4913.0,0.05267926065700317,HLA-B,NK,0.6231859766983198,0.0031599400948841,Immune interface,Tissue-Specific,Immune
18366,Adipocyte_Sc,Mono+mac_NSc,SERPINF1,PLXDC2,0.99581003,0.0,0.8603943,0.26320560450463665,0.07227166350824465,0.015964843,0.9104785,0.0003775162072331851,0.0013306981883292792,Heart,Adipocytes,Sc,Monocytes / macrophages,NSc,0.63353485,0.4386174016686529,1.3580852,0.5850661625708913,4928.0,0.05283471995883009,SERPINF1,Adipocyte,0.4741548610158036,0.0289028838836191,ECM and remodeling,Immune,Mesenchymal & Stromal
18369,Atrial Cardiomyocyte_Sc,Mono+mac_NSc,CCN1,TLR2,1.0486975,0.0,0.74731565,1.5049366760984424,1.1958973455883317,0.031961113,0.9045676,5.8749316881085915e-05,0.001351324860408805,Heart,Cardiomyocytes,Sc,Monocytes / macrophages,NSc,0.45502186,0.2847462131278213,1.6423731,0.7284183994959252,4968.0,0.0532689338708294,CCN1,Atrial Cardiomyocyte,0.5241185385113656,0.002757024892518,Growth / angiogenesis / development,Immune,Tissue-Specific
18372,Fibroblast_Sc,Macrophage_NSc,LGALS1,PTPRC,0.99134636,0.0,0.8615806,1.1464277636685254,1.3739988226300635,0.0074872724,0.9105346,0.00032412418144226363,0.0013695810376065862,Heart,Fibroblasts,Sc,Monocytes / macrophages,NSc,0.6432271,0.3302800531325575,1.3394656,0.5976762199844985,4995.0,0.05355304914658204,LGALS1,Fibroblast,0.5698145085178578,1.798183915068028e-07,Pro-inflammatory SASP,Immune,Mesenchymal & Stromal
18373,Neural cell_Sc,Mono+mac_NSc,CCN1,TLR2,1.0476339,0.0,0.74382186,1.5035556772984995,1.23848851707577,0.03186811,0.9043652,5.8749316881085915e-05,0.001374216957404533,Heart,Neural cells,Sc,Monocytes / macrophages,NSc,0.45289457,0.2590090090090078,1.6423731,0.7284183994959252,5006.0,0.05367634445492753,CCN1,Neural cell,1.4754549278761029,9.285218532130144e-06,Growth / angiogenesis / development,Immune,Tissue-Specific
18374,Monocyte_Sc,Mono+mac_NSc,C1QB,LRP1,0.9905081,0.0,0.9806313,1.218975871953312,0.9914585777894618,0.023453798,0.9156681,5.8749316881085915e-05,0.0013788604381524611,Heart,Monocytes / macrophages,Sc,Monocytes / macrophages,NSc,0.968713,0.5129533678756489,1.0123032,0.5195337114051615,5015.0,0.05376747576979158,C1QB,Monocyte,1.1324383570295842,0.0003130759493823,Pro-inflammatory SASP,Immune,Immune
18375,Fibroblast_Sc,Atrial Cardiomyocyte_NSc,FSTL1,DIP2A,0.9896806,0.0,0.9299907,0.5891740236048373,0.7718426213555066,0.014593449,0.91359824,5.8749316881085915e-05,0.0013885947969348045,Heart,Fibroblasts,Sc,Cardiomyocytes,NSc,1.2121148,0.5927053353994689,0.76724637,0.41138125984730683,5032.0,0.053949738399519685,FSTL1,Fibroblast,0.0939070549428307,0.012671309235757,Growth / angiogenesis / development,Tissue-Specific,Mesenchymal & Stromal
18376,Fibroblast_Sc,Monocyte_NSc,COL1A2,CD36,1.0099763,0.0,0.74121827,0.18729906142018588,-0.10737504551446175,0.009924035,0.9042134,0.0010223500497378447,0.0013902910148083677,Heart,Fibroblasts,Sc,Monocytes / macrophages,NSc,1.5380234,0.7007969891519266,0.48192912,0.21444297666226206,5036.0,0.053992623724161595,COL1A2,Fibroblast,0.1090160471008549,0.0248333101262138,ECM and remodeling,Immune,Mesenchymal & Stromal
18377,Mural cell_Sc,Adipocyte_NSc,MFGE8,ITGB5,1.1119583,0.0,0.73964006,0.6211346270086522,0.7594429245496825,0.022443924,0.9041211,5.8749316881085915e-05,0.001400490916470777,Heart,Mural cells,Sc,Adipocytes,NSc,1.8168066,0.7188439692617277,0.40710998,0.25033799008562857,5055.0,0.05419632901621065,MFGE8,Mural cell,0.7433583603778582,5.401263723440845e-05,ECM and remodeling,Mesenchymal & Stromal,Mesenchymal & Stromal
18378,Fibroblast_Sc,CD4T_NSc,FN1,DPP4,0.9881048,0.0,0.75073004,1.5303187604934374,1.2911633868554961,0.09583752,0.9047642,1.7542706780222467e-06,0.0014107277789899922,Heart,Fibroblasts,Sc,CD4 T cells,NSc,1.4631008,0.6485222492803463,0.5131089,0.22222222222222085,5079.0,0.0544536409640621,FN1,Fibroblast,0.2492381330243949,0.000192692784452,ECM and remodeling,Immune,Mesenchymal & Stromal
18379,Fibroblast_Sc,Mural cell_NSc,LUM,ITGB1,0.9874941,0.0,0.96276426,0.5410044247828656,0.9930615013029062,0.030316133,0.91495544,5.8749316881085915e-05,0.001418001346272277,Heart,Fibroblasts,Sc,Mural cells,NSc,1.0987608,0.5186794332520485,0.8762273,0.3350703416594533,5092.0,0.054593018269148294,LUM,Fibroblast,0.1832499263334964,0.031677768272316,ECM and remodeling,Mesenchymal & Stromal,Mesenchymal & Stromal
18380,Neural cell_Sc,Atrial Cardiomyocyte_NSc,THBS1,CD36,1.10793,0.0,0.7372518,0.3336677100567219,0.10875250115633694,0.007841314,0.9039808,0.0002948597671196585,0.0014184297315181227,Heart,Neural cells,Sc,Cardiomyocytes,NSc,0.40774643,0.2353603603603594,1.8081135,0.7782137230069202,5093.0,0.05460373960030877,THBS1,Neural cell,0.8177572592200082,0.0097330809308919,ECM and remodeling,Tissue-Specific,Tissue-Specific
18381,Neural cell_Sc,Macrophage_NSc,FN1,CD44,0.98718846,0.0,0.93125933,0.4467494013054504,0.4337364651727412,0.011315449,0.91365206,8.560044986681855e-05,0.001421001598886362,Heart,Neural cells,Sc,Monocytes / macrophages,NSc,0.7791458,0.4425675675675645,1.1952312,0.5291505293054395,5099.0,0.054673428252851874,FN1,Neural cell,1.3331023846259415,3.194503889606175e-07,ECM and remodeling,Immune,Tissue-Specific
